distance,elapsed_time,elevation_difference,moving_time,split,average_speed,average_grade_adjusted_speed,pace_zone,run_id,average_heartrate
1609.8,454,21.2,454,13,3.55,3.69,5,14510239896,181.6013215859031
2.6,1,0.0,1,14,2.6,2.6,2,14510239896,190.0
1611.1,566,-29.6,566,1,2.85,2.75,2,14521633826,155.01067615658363
1607.8,569,-23.6,569,2,2.83,2.75,2,14521633826,159.7908611599297
1611.4,588,-16.2,588,3,2.74,2.69,2,14521633826,159.11904761904762
1607.7,635,19.4,635,4,2.53,2.62,2,14521633826,158.53858267716535
1609.5,641,24.0,641,5,2.51,2.62,2,14521633826,160.41965678627145
1608.9,651,29.4,650,6,2.48,2.62,2,14521633826,161.13692307692307
1609.6,633,4.8,633,7,2.54,2.63,2,14521633826,162.01582278481013
479.8,176,-9.6,176,8,2.73,2.66,2,14521633826,161.7840909090909
1611.4,575,-46.8,518,1,3.11,2.98,3,14529894063,154.83976833976834
1608.9,528,-29.6,528,2,3.05,2.94,2,14529894063,165.75378787878788
1608.6,442,-23.2,442,3,3.64,3.54,5,14529894063,184.26244343891403
1608.6,472,-13.4,472,4,3.41,3.38,4,14529894063,181.66101694915255
368.5,140,4.6,114,5,3.23,3.4,4,14529894063,182.6315789473684
1611.5,569,20.8,569,1,2.83,2.99,3,14530148129,172.55536028119508
1608.5,579,26.4,579,2,2.78,2.96,2,14530148129,175.18307426597582
1611.4,557,1.4,532,3,3.03,3.08,3,14530148129,179.2800751879699
1607.8,551,-19.2,470,4,3.42,3.38,4,14530148129,170.34255319148937
26.8,9,-0.4,9,5,2.98,3.03,3,14530148129,169.66666666666666
1611.1,566,-47.0,566,1,2.85,2.71,2,14552122834,146.37056737588654
1610.1,571,-31.4,571,2,2.82,2.72,2,14552122834,154.02101576182136
1609.2,643,-24.4,596,3,2.7,2.64,2,14552122834,156.99496644295303
1607.3,592,-12.8,592,4,2.72,2.73,2,14552122834,161.87648054145515
1609.8,621,20.2,621,5,2.59,2.7,2,14552122834,162.4830917874396
1609.6,622,21.8,622,6,2.59,2.7,2,14552122834,165.10932475884243
1610.0,627,33.6,627,7,2.57,2.75,2,14552122834,168.2825040128411
1608.2,522,-31.4,522,8,3.08,3.0,3,14552122834,180.72115384615384
802.7,257,-3.8,257,9,3.12,3.14,3,14552122834,176.82421875
1610.4,507,-45.6,507,1,3.18,3.02,3,14561943034,158.0532544378698
1608.5,531,-30.4,531,2,3.03,2.92,2,14561943034,164.7608286252354
1612.2,561,-23.4,516,3,3.12,3.07,3,14561943034,168.91860465116278
1609.8,486,-16.6,486,4,3.31,3.28,3,14561943034,177.70987654320987
1605.9,525,20.4,525,5,3.06,3.19,3,14561943034,180.13333333333333
1609.3,524,8.0,524,6,3.07,3.13,3,14561943034,180.35946462715106
1610.3,520,14.4,519,7,3.1,3.2,3,14561943034,183.1980769230769
1609.9,468,-22.4,468,8,3.44,3.37,4,14561943034,186.72435897435898
1610.9,605,21.4,605,1,2.66,2.81,2,14562113918,168.66280991735536
400.9,145,1.4,145,2,2.76,2.86,2,14562113918,177.06206896551726
1610.3,532,4.2,532,1,3.03,3.07,3,14581578104,166.9906015037594
1611.1,543,4.4,543,2,2.97,3.02,3,14581578104,173.49171270718233
1608.7,531,10.4,531,3,3.03,3.1,3,14581578104,179.41996233521658
1608.4,535,8.8,535,4,3.01,3.07,3,14581578104,183.68598130841121
1609.6,538,10.4,538,5,2.99,3.07,3,14581578104,183.5260223048327
1609.7,560,8.4,560,6,2.87,2.92,2,14581578104,178.23928571428573
1608.7,540,-1.6,540,7,2.98,3.0,3,14581578104,178.96666666666667
1609.6,537,-6.2,537,8,3.0,2.99,3,14581578104,176.57728119180632
1609.4,539,-11.4,539,9,2.99,2.97,3,14581578104,174.35807050092765
1608.9,441,-9.4,441,10,3.65,3.62,5,14581578104,190.03854875283446
1609.2,448,-7.2,448,11,3.59,3.6,5,14581578104,195.02455357142858
1609.8,591,-2.4,443,12,3.63,3.7,5,14581578104,192.41083521444696
394.7,108,-5.6,108,13,3.65,3.56,5,14581578104,196.4351851851852
1611.2,799,0.0,799,1,2.02,2.02,1,14593645786,138.46433041301626
1609.3,713,0.0,713,2,2.26,2.26,1,14593645786,149.00140252454418
1609.1,1858,0.0,1716,3,0.94,0.94,1,14593645786,154.6318622174381
1609.4,887,0.0,859,4,1.87,1.87,1,14593645786,158.88951521984217
617.1,526,0.0,526,5,1.17,1.17,1,14593645786,151.2338403041825
1609.9,554,2.2,554,1,2.91,2.94,2,14600852466,147.68115942028984
1612.4,544,4.2,538,2,3.0,3.05,3,14600852466,158.52230483271376
1609.1,421,6.4,421,3,3.82,3.88,6,14600852466,181.52019002375297
1609.7,514,10.2,445,4,3.62,3.69,5,14600852466,181.12808988764044
1608.4,451,-1.6,451,5,3.57,3.59,5,14600852466,183.57777777777778
1610.1,440,-13.2,440,6,3.66,3.61,5,14600852466,183.25227272727273
1608.1,448,-4.2,448,7,3.59,3.6,5,14600852466,184.87276785714286
1608.7,446,-5.8,446,8,3.61,3.6,5,14600852466,187.1121076233184
1607.8,574,-3.4,574,9,2.8,2.81,2,14600852466,162.23170731707316
8.0,3,0.0,3,10,2.67,2.67,2,14600852466,164.66666666666666
1611.9,548,3.8,548,1,2.94,2.97,3,14611868821,147.56934306569343
1607.7,534,2.0,534,2,3.01,3.06,3,14611868821,156.6011235955056
1612.1,588,-0.8,524,3,3.08,3.09,3,14611868821,154.48664122137404
1607.5,520,0.0,520,4,3.09,3.11,3,14611868821,161.59922928709057
1608.8,605,-4.6,516,5,3.12,3.12,3,14611868821,159.09126213592234
1610.5,515,3.6,515,6,3.13,3.16,3,14611868821,162.9785992217899
1609.0,521,1.2,521,7,3.09,3.12,3,14611868821,160.78694817658348
1608.4,521,-2.6,521,8,3.09,3.12,3,14611868821,161.0596153846154
1610.1,523,5.8,523,9,3.08,3.12,3,14611868821,163.18546845124283
1610.3,510,-2.8,510,10,3.16,3.18,3,14611868821,165.50687622789783
405.2,129,-5.8,129,11,3.14,3.06,3,14611868821,162.48062015503876
1610.3,500,-23.0,500,1,3.22,3.14,3,14622303292,145.152
1608.7,657,-0.2,521,2,3.09,3.11,3,14622303292,157.20537428023033
1610.3,515,2.8,515,3,3.13,3.17,3,14622303292,158.29126213592232
1609.1,554,8.4,554,4,2.9,2.97,3,14622303292,158.0740072202166
1611.4,683,2.8,549,5,2.94,2.99,3,14622303292,155.35154826958106
1606.3,530,3.8,530,6,3.03,3.07,3,14622303292,157.59056603773584
1611.1,549,1.8,549,7,2.93,2.97,3,14622303292,157.45901639344262
1608.0,526,-9.8,526,8,3.06,3.05,3,14622303292,160.06653992395437
1213.5,431,14.0,431,9,2.82,2.92,2,14622303292,160.1136890951276
1610.5,521,3.8,521,1,3.09,3.13,3,14632710184,142.67370441458732
1610.7,535,1.2,506,2,3.18,3.22,3,14632710184,151.21584158415843
1607.4,452,-4.2,452,3,3.56,3.55,5,14632710184,168.9090909090909
1611.8,471,-0.8,446,4,3.61,3.63,5,14632710184,170.60089686098655
1607.2,434,3.2,434,5,3.7,3.74,5,14632710184,177.42857142857142
1610.2,474,-7.0,448,6,3.59,3.62,5,14632710184,177.02901785714286
1608.5,471,8.4,440,7,3.66,3.71,5,14632710184,180.013698630137
1609.7,454,-0.2,454,8,3.55,3.57,5,14632710184,180.26872246696036
1609.1,498,0.2,498,9,3.23,3.26,3,14632710184,173.5050709939148
1611.2,529,-5.6,529,10,3.05,3.03,3,14632710184,158.93950850661625
801.5,259,-1.0,259,11,3.09,3.09,3,14632710184,159.76833976833976
1611.2,1203,0.0,1103,1,1.46,1.46,1,14643590046,125.62261014131339
1607.7,340,0.0,340,2,4.73,4.73,6,14643590046,143.97058823529412
1610.5,352,0.0,352,3,4.58,4.58,6,14643590046,148.1306818181818
1609.9,583,0.0,507,4,3.18,3.18,3,14643590046,138.12349914236708
1609.7,353,0.0,353,5,4.56,4.56,6,14643590046,149.45892351274787
1611.1,344,0.0,344,6,4.68,4.68,6,14643590046,149.7906976744186
1609.0,384,0.0,384,7,4.19,4.19,6,14643590046,158.3046875
1608.9,393,0.0,393,8,4.09,4.09,6,14643590046,161.4325699745547
1608.2,396,0.0,396,9,4.06,4.06,6,14643590046,162.81313131313132
1610.8,468,0.0,468,10,3.44,3.44,4,14643590046,164.64102564102564
267.1,266,0.0,266,11,1.0,1.0,1,14643590046,146.68796992481202
1610.6,502,6.0,502,1,3.21,3.26,3,14653949851,147.99003984063745
1609.0,541,1.8,504,2,3.19,3.24,3,14653949851,156.7876984126984
1611.0,499,-5.2,499,3,3.23,3.22,3,14653949851,157.72144288577155
1607.4,525,6.0,525,4,3.06,3.12,3,14653949851,160.7047619047619
1610.8,523,-4.0,523,5,3.08,3.1,3,14653949851,159.66026871401152
1609.4,516,-3.6,516,6,3.12,3.12,3,14653949851,161.3468992248062
1609.3,534,6.4,534,7,3.01,3.06,3,14653949851,161.74344569288388
1608.8,527,1.6,527,8,3.05,3.1,3,14653949851,160.17300380228136
1608.5,531,-5.2,531,9,3.03,3.02,3,14653949851,160.90395480225988
1610.0,576,3.8,547,10,2.94,2.98,3,14653949851,159.92321755027422
1608.7,473,-0.6,473,11,3.4,3.43,4,14653949851,171.12923728813558
1611.2,446,0.4,446,12,3.61,3.63,5,14653949851,182.48878923766816
1609.2,489,-2.4,468,13,3.44,3.45,4,14653949851,179.02564102564102
1608.5,456,-2.8,432,14,3.72,3.74,5,14653949851,185.86805555555554
5.9,2,0.0,2,15,2.95,2.95,2,14653949851,188.5
1610.5,511,5.2,499,1,3.23,3.28,3,14673341966,156.86773547094188
1610.0,510,3.8,510,2,3.16,3.2,3,14673341966,163.17450980392158
1610.4,436,11.2,436,3,3.69,3.78,6,14673341966,181.37155963302752
1607.1,435,8.8,435,4,3.69,3.75,5,14673341966,186.7816091954023
1609.7,509,-8.6,509,5,3.16,3.14,3,14673341966,174.5728346456693
1611.8,421,-11.4,421,6,3.83,3.79,6,14673341966,186.56532066508314
1607.6,430,-4.8,430,7,3.74,3.75,5,14673341966,190.0720930232558
1609.3,512,-6.0,512,8,3.14,3.15,3,14673341966,176.9375
386.9,127,-3.0,127,9,3.05,3.01,3,14673341966,179.8188976377953
1611.7,505,-0.4,505,1,3.19,3.22,3,14683909203,149.46138613861388
1609.0,525,19.4,525,2,3.06,3.19,3,14683909203,159.53333333333333
1608.2,520,-9.0,520,3,3.09,3.07,3,14683909203,156.01153846153846
1608.8,520,-13.2,520,4,3.09,3.05,3,14683909203,157.5076923076923
1609.8,603,-1.6,533,5,3.02,3.04,3,14683909203,153.5140712945591
1608.6,538,4.6,538,6,2.99,3.04,3,14683909203,158.3921933085502
1613.7,528,-2.4,528,7,3.06,3.08,3,14683909203,160.4459203036053
1600.7,500,6.8,500,8,3.2,3.27,3,14683909203,174.078
1609.6,510,-2.6,510,1,3.16,3.18,3,14695308908,147.48627450980393
1610.5,602,2.0,526,2,3.06,3.09,3,14695308908,154.0190114068441
1610.5,544,-4.6,544,3,2.96,2.96,2,14695308908,158.26654411764707
1607.1,554,2.8,554,4,2.9,2.95,2,14695308908,162.9765342960289
1610.8,557,1.4,557,5,2.89,2.92,2,14695308908,162.83842010771994
1608.7,573,-3.0,573,6,2.81,2.83,2,14695308908,160.82198952879583
1609.3,584,8.2,584,7,2.76,2.82,2,14695308908,159.736301369863
483.4,166,-3.0,166,8,2.91,2.89,2,14695308908,163.9878787878788
1611.8,481,-11.4,481,1,3.35,3.34,4,14705183003,160.40540540540542
1608.0,546,11.0,469,2,3.43,3.53,4,14705183003,172.6140724946695
1610.2,442,-2.2,442,3,3.64,3.66,5,14705183003,183.89592760180994
1609.5,469,19.2,469,4,3.43,3.62,5,14705183003,185.3454157782516
1607.8,470,-18.8,458,5,3.51,3.48,4,14705183003,182.46608315098467
1611.2,494,1.6,494,6,3.26,3.3,3,14705183003,181.50202429149797
1607.3,496,-6.2,496,7,3.24,3.24,3,14705183003,179.0483870967742
809.5,267,6.6,267,8,3.03,3.13,3,14705183003,180.20224719101122
1609.4,780,0.0,780,1,2.06,2.06,1,14714877327,141.04615384615386
1612.0,603,0.0,475,2,3.39,3.39,4,14714877327,144.08291873963515
1608.1,431,0.0,431,3,3.73,3.73,5,14714877327,157.0232018561485
1611.0,438,0.0,438,4,3.68,3.68,5,14714877327,157.9497716894977
1609.1,421,0.0,421,5,3.82,3.82,6,14714877327,160.57244655581948
1608.6,428,0.0,428,6,3.76,3.76,6,14714877327,161.0
1598.2,414,0.0,414,7,3.86,3.86,6,14714877327,161.2173913043478
1609.6,509,-4.2,509,1,3.16,3.17,3,14724531429,148.0
1610.2,559,3.0,508,2,3.17,3.21,3,14724531429,152.76377952755905
1610.6,516,-4.2,516,3,3.12,3.13,3,14724531429,157.88372093023256
1607.0,508,3.0,508,4,3.16,3.21,3,14724531429,164.25590551181102
1612.6,567,20.4,534,5,3.02,3.19,3,14724531429,162.8801498127341
1608.6,513,-14.6,513,6,3.14,3.12,3,14724531429,163.82066276803118
1607.9,500,-7.2,500,7,3.22,3.21,3,14724531429,166.674
1609.9,511,-3.4,511,8,3.15,3.17,3,14724531429,166.84931506849315
1609.7,462,1.0,462,9,3.48,3.51,4,14724531429,177.40997830802604
1608.8,441,-0.4,441,10,3.65,3.67,5,14724531429,184.7482993197279
547.4,146,0.2,146,11,3.75,3.77,6,14724531429,187.18493150684932
